TaxonID	3920
Variety	IT97K-499-35
#Marker	Linkage Group			Position
2_30247	iSelect-consensus-2016_1	0.00
2_52445	iSelect-consensus-2016_1	0.00
2_15811	iSelect-consensus-2016_1	1.35
2_45924	iSelect-consensus-2016_1	1.35
2_18633	iSelect-consensus-2016_1	1.41
2_07153	iSelect-consensus-2016_1	1.50
2_16296	iSelect-consensus-2016_1	1.50
2_17847	iSelect-consensus-2016_1	1.50
2_24584	iSelect-consensus-2016_1	1.50
2_24585	iSelect-consensus-2016_1	1.50
2_27814	iSelect-consensus-2016_1	1.50
2_11663	iSelect-consensus-2016_1	1.68
2_11664	iSelect-consensus-2016_1	1.68
2_30578	iSelect-consensus-2016_1	1.68
2_50998	iSelect-consensus-2016_1	1.68
2_07034	iSelect-consensus-2016_1	2.02
2_27318	iSelect-consensus-2016_1	2.02
1_0072	iSelect-consensus-2016_1	2.19
1_0449	iSelect-consensus-2016_1	2.19
2_01639	iSelect-consensus-2016_1	2.19
2_08464	iSelect-consensus-2016_1	2.19
2_08659	iSelect-consensus-2016_1	2.19
2_08660	iSelect-consensus-2016_1	2.19
2_10238	iSelect-consensus-2016_1	2.19
2_10239	iSelect-consensus-2016_1	2.19
2_10757	iSelect-consensus-2016_1	2.19
2_17054	iSelect-consensus-2016_1	2.19
2_17055	iSelect-consensus-2016_1	2.19
2_19789	iSelect-consensus-2016_1	2.19
2_19790	iSelect-consensus-2016_1	2.19
2_19947	iSelect-consensus-2016_1	2.19
2_19948	iSelect-consensus-2016_1	2.19
2_20375	iSelect-consensus-2016_1	2.19
2_20376	iSelect-consensus-2016_1	2.19
2_22359	iSelect-consensus-2016_1	2.19
2_22965	iSelect-consensus-2016_1	2.19
2_25153	iSelect-consensus-2016_1	2.19
2_26593	iSelect-consensus-2016_1	2.19
2_27844	iSelect-consensus-2016_1	2.19
2_31660	iSelect-consensus-2016_1	2.19
2_34180	iSelect-consensus-2016_1	2.19
2_39505	iSelect-consensus-2016_1	2.19
2_47735	iSelect-consensus-2016_1	2.19
2_52356	iSelect-consensus-2016_1	2.19
1_1275	iSelect-consensus-2016_1	2.19
2_17899	iSelect-consensus-2016_1	2.19
2_17900	iSelect-consensus-2016_1	2.19
2_27319	iSelect-consensus-2016_1	2.19
2_27320	iSelect-consensus-2016_1	2.19
2_29068	iSelect-consensus-2016_1	2.19
2_01623	iSelect-consensus-2016_1	2.19
2_06642	iSelect-consensus-2016_1	2.19
2_06866	iSelect-consensus-2016_1	2.19
2_22247	iSelect-consensus-2016_1	2.19
2_22248	iSelect-consensus-2016_1	2.19
2_27190	iSelect-consensus-2016_1	2.19
2_28321	iSelect-consensus-2016_1	2.19
2_06865	iSelect-consensus-2016_1	2.19
2_07033	iSelect-consensus-2016_1	2.19
2_46616	iSelect-consensus-2016_1	2.19
2_33574	iSelect-consensus-2016_1	2.19
2_06641	iSelect-consensus-2016_1	2.38
2_01622	iSelect-consensus-2016_1	2.55
2_07086	iSelect-consensus-2016_1	2.55
2_21129	iSelect-consensus-2016_1	2.55
2_07085	iSelect-consensus-2016_1	2.55
2_18872	iSelect-consensus-2016_1	2.55
2_21128	iSelect-consensus-2016_1	2.55
2_30775	iSelect-consensus-2016_1	2.55
2_01007	iSelect-consensus-2016_1	2.76
2_01009	iSelect-consensus-2016_1	2.76
2_01010	iSelect-consensus-2016_1	2.76
2_18245	iSelect-consensus-2016_1	2.76
2_49015	iSelect-consensus-2016_1	2.76
2_01008	iSelect-consensus-2016_1	2.76
2_03191	iSelect-consensus-2016_1	2.76
2_03192	iSelect-consensus-2016_1	2.76
2_06555	iSelect-consensus-2016_1	2.76
2_06556	iSelect-consensus-2016_1	2.76
2_12640	iSelect-consensus-2016_1	2.76
2_12641	iSelect-consensus-2016_1	2.76
2_17163	iSelect-consensus-2016_1	2.76
2_17164	iSelect-consensus-2016_1	2.76
2_18244	iSelect-consensus-2016_1	2.76
2_18388	iSelect-consensus-2016_1	2.76
2_19215	iSelect-consensus-2016_1	2.76
2_24446	iSelect-consensus-2016_1	2.76
2_31166	iSelect-consensus-2016_1	2.76
2_52136	iSelect-consensus-2016_1	2.76
2_52465	iSelect-consensus-2016_1	2.76
2_20831	iSelect-consensus-2016_1	2.76
2_26483	iSelect-consensus-2016_1	2.76
2_26720	iSelect-consensus-2016_1	2.76
2_49903	iSelect-consensus-2016_1	2.76
2_15573	iSelect-consensus-2016_1	3.00
2_39793	iSelect-consensus-2016_1	3.00
2_05332	iSelect-consensus-2016_1	3.20
2_05334	iSelect-consensus-2016_1	3.20
2_05337	iSelect-consensus-2016_1	3.20
2_05603	iSelect-consensus-2016_1	3.20
2_26808	iSelect-consensus-2016_1	3.20
2_54686	iSelect-consensus-2016_1	3.20
2_05333	iSelect-consensus-2016_1	3.20
2_05335	iSelect-consensus-2016_1	3.20
2_05907	iSelect-consensus-2016_1	3.20
2_10611	iSelect-consensus-2016_1	3.20
2_10612	iSelect-consensus-2016_1	3.20
2_13394	iSelect-consensus-2016_1	3.20
2_18307	iSelect-consensus-2016_1	3.20
2_20422	iSelect-consensus-2016_1	3.20
2_20700	iSelect-consensus-2016_1	3.20
2_26719	iSelect-consensus-2016_1	3.20
2_32272	iSelect-consensus-2016_1	3.20
2_42005	iSelect-consensus-2016_1	3.20
2_46675	iSelect-consensus-2016_1	3.20
2_50699	iSelect-consensus-2016_1	3.20
2_05336	iSelect-consensus-2016_1	3.20
2_13393	iSelect-consensus-2016_1	3.20
2_41135	iSelect-consensus-2016_1	3.20
2_05715	iSelect-consensus-2016_1	3.20
2_32059	iSelect-consensus-2016_1	3.37
1_0085	iSelect-consensus-2016_1	3.62
2_10247	iSelect-consensus-2016_1	3.62
2_11407	iSelect-consensus-2016_1	3.62
2_47389	iSelect-consensus-2016_1	3.62
2_03456	iSelect-consensus-2016_1	3.62
2_12888	iSelect-consensus-2016_1	3.62
2_03457	iSelect-consensus-2016_1	3.62
2_13087	iSelect-consensus-2016_1	3.62
2_28097	iSelect-consensus-2016_1	3.62
2_04726	iSelect-consensus-2016_1	3.62
2_36109	iSelect-consensus-2016_1	3.62
2_52286	iSelect-consensus-2016_1	3.62
2_10246	iSelect-consensus-2016_1	3.62
2_11408	iSelect-consensus-2016_1	3.62
2_13199	iSelect-consensus-2016_1	3.62
2_29252	iSelect-consensus-2016_1	3.62
2_29334	iSelect-consensus-2016_1	3.62
2_46257	iSelect-consensus-2016_1	3.62
2_11710	iSelect-consensus-2016_1	3.62
2_19446	iSelect-consensus-2016_1	3.62
2_19447	iSelect-consensus-2016_1	3.62
2_28098	iSelect-consensus-2016_1	3.84
2_41783	iSelect-consensus-2016_1	3.84
2_44888	iSelect-consensus-2016_1	3.84
2_29312	iSelect-consensus-2016_1	3.84
2_43087	iSelect-consensus-2016_1	3.84
2_43549	iSelect-consensus-2016_1	3.84
2_46008	iSelect-consensus-2016_1	3.84
2_52990	iSelect-consensus-2016_1	3.84
2_05130	iSelect-consensus-2016_1	4.19
2_05131	iSelect-consensus-2016_1	4.19
2_10677	iSelect-consensus-2016_1	4.19
2_33109	iSelect-consensus-2016_1	4.19
