6860303	ent-kaurene biosynthesis	Phaseolus vulgaris	Phvul.001G151900
6860303	ent-kaurene biosynthesis	Phaseolus vulgaris	Phvul.001G152100
6860303	ent-kaurene biosynthesis	Phaseolus vulgaris	Phvul.005G048500
6855764	anthocyanin biosynthesis (pelargonidin 3-O-glucoside, cyanidin 3-O-glucoside)	Arachis ipaensis	Araip.N0Z6R
6852064	Abscisic acid (ABA) mediated signaling	Arachis duranensis	Aradu.EG2K3
6852064	Abscisic acid (ABA) mediated signaling	Arachis duranensis	Aradu.E1B6G
6852064	Abscisic acid (ABA) mediated signaling	Arachis duranensis	Aradu.P431U
6852064	Abscisic acid (ABA) mediated signaling	Arachis duranensis	Aradu.Z35AI
6852064	Abscisic acid (ABA) mediated signaling	Arachis duranensis	Aradu.9MN88
6852064	Abscisic acid (ABA) mediated signaling	Arachis duranensis	Aradu.IIC03
6852064	Abscisic acid (ABA) mediated signaling	Arachis duranensis	Aradu.GG1IM
6852064	Abscisic acid (ABA) mediated signaling	Arachis duranensis	Aradu.P4874
6852064	Abscisic acid (ABA) mediated signaling	Arachis duranensis	Aradu.640E1
6852064	Abscisic acid (ABA) mediated signaling	Arachis duranensis	Aradu.M5D2I
6852064	Abscisic acid (ABA) mediated signaling	Arachis duranensis	Aradu.V68II
6852064	Abscisic acid (ABA) mediated signaling	Arachis duranensis	Aradu.P2C14
6834392	citrulline-nitric oxide cycle	Cajanus cajan	C.cajan_09017
6834392	citrulline-nitric oxide cycle	Cajanus cajan	C.cajan_21095
6834392	citrulline-nitric oxide cycle	Cajanus cajan	C.cajan_11203
6834260	UDP-D-xylose biosynthesis	Cajanus cajan	C.cajan_13555
6834260	UDP-D-xylose biosynthesis	Cajanus cajan	C.cajan_21623
6834260	UDP-D-xylose biosynthesis	Cajanus cajan	C.cajan_21197
6834260	UDP-D-xylose biosynthesis	Cajanus cajan	C.cajan_20058
6834260	UDP-D-xylose biosynthesis	Cajanus cajan	C.cajan_25590
6834260	UDP-D-xylose biosynthesis	Cajanus cajan	C.cajan_43763
6834260	UDP-D-xylose biosynthesis	Cajanus cajan	C.cajan_21744
6834260	UDP-D-xylose biosynthesis	Cajanus cajan	C.cajan_18786
6834260	UDP-D-xylose biosynthesis	Cajanus cajan	C.cajan_22129
6834394	trehalose degradation II	Cajanus cajan	C.cajan_07360
6834394	trehalose degradation II	Cajanus cajan	C.cajan_24021
6834394	trehalose degradation II	Cajanus cajan	C.cajan_21045
6834394	trehalose degradation II	Cajanus cajan	C.cajan_34194
6888996	cholesterol biosynthesis I	Glycine max	Glyma.02G03540
6888996	cholesterol biosynthesis I	Glycine max	Glyma.09G31890
6888996	cholesterol biosynthesis I	Glycine max	Glyma.01G04170
6888996	cholesterol biosynthesis I	Glycine max	Glyma.09G31880
6888996	cholesterol biosynthesis I	Glycine max	Glyma.11G11960
6888996	cholesterol biosynthesis I	Glycine max	Glyma.12G04220
6888996	cholesterol biosynthesis I	Glycine max	Glyma.09G31870
6888996	cholesterol biosynthesis I	Glycine max	Glyma.13G03385
6855716	TCA cycle (plant)	Arachis ipaensis	Araip.M6J1J
6855716	TCA cycle (plant)	Arachis ipaensis	Araip.R1DVQ
6855716	TCA cycle (plant)	Arachis ipaensis	Araip.HX4H1
6855716	TCA cycle (plant)	Arachis ipaensis	Araip.AT3TF
6855716	TCA cycle (plant)	Arachis ipaensis	Araip.0W7EI
6855716	TCA cycle (plant)	Arachis ipaensis	Araip.E7852
6855716	TCA cycle (plant)	Arachis ipaensis	Araip.3J27X
6855716	TCA cycle (plant)	Arachis ipaensis	Araip.Q71DN
6855716	TCA cycle (plant)	Arachis ipaensis	Araip.1K60N
6855716	TCA cycle (plant)	Arachis ipaensis	Araip.U9LFD
6855716	TCA cycle (plant)	Arachis ipaensis	Araip.A0TQ5
6855716	TCA cycle (plant)	Arachis ipaensis	Araip.RM8Z7
6855716	TCA cycle (plant)	Arachis ipaensis	Araip.XFW1X
6855716	TCA cycle (plant)	Arachis ipaensis	Araip.Q07WN
6855716	TCA cycle (plant)	Arachis ipaensis	Araip.N59F9
6855716	TCA cycle (plant)	Arachis ipaensis	Araip.YIM92
6855716	TCA cycle (plant)	Arachis ipaensis	Araip.E335X
6855716	TCA cycle (plant)	Arachis ipaensis	Araip.ZJ1TJ
6855716	TCA cycle (plant)	Arachis ipaensis	Araip.DC1Z1
6855716	TCA cycle (plant)	Arachis ipaensis	Araip.67ZY4
6882543	oryzalexin A-F biosynthesis	Medicago truncatula	Medtr.3g058160
6882543	oryzalexin A-F biosynthesis	Medicago truncatula	Medtr.2g064295
6889075	aspartate biosynthesis I	Glycine max	Glyma.04G08560
6889075	aspartate biosynthesis I	Glycine max	Glyma.11G36200
6889075	aspartate biosynthesis I	Glycine max	Glyma.11G36190
6889075	aspartate biosynthesis I	Glycine max	Glyma.08G14720
6889075	aspartate biosynthesis I	Glycine max	Glyma.17G33050
6889075	aspartate biosynthesis I	Glycine max	Glyma.05G31490
6889075	aspartate biosynthesis I	Glycine max	Glyma.06G42830
6889075	aspartate biosynthesis I	Glycine max	Glyma.06G08670
6889075	aspartate biosynthesis I	Glycine max	Glyma.14G13480
6855750	sulfate activation for sulfonation	Arachis ipaensis	Araip.J63ZS
6860222	flavonoid biosynthesis	Phaseolus vulgaris	Phvul.005G131400
6860222	flavonoid biosynthesis	Phaseolus vulgaris	Phvul.009G167800
6860222	flavonoid biosynthesis	Phaseolus vulgaris	Phvul.008G223500
6860222	flavonoid biosynthesis	Phaseolus vulgaris	Phvul.002G132900
6860222	flavonoid biosynthesis	Phaseolus vulgaris	Phvul.011G084300
6860222	flavonoid biosynthesis	Phaseolus vulgaris	Phvul.003G147000
6860222	flavonoid biosynthesis	Phaseolus vulgaris	Phvul.005G184500
6860222	flavonoid biosynthesis	Phaseolus vulgaris	Phvul.003G146900
6860222	flavonoid biosynthesis	Phaseolus vulgaris	Phvul.001G001300
6860222	flavonoid biosynthesis	Phaseolus vulgaris	Phvul.001G083000
6860222	flavonoid biosynthesis	Phaseolus vulgaris	Phvul.009G167700
6860222	flavonoid biosynthesis	Phaseolus vulgaris	Phvul.006G057300
6860222	flavonoid biosynthesis	Phaseolus vulgaris	Phvul.008G098500
6860222	flavonoid biosynthesis	Phaseolus vulgaris	Phvul.001G244000
6860222	flavonoid biosynthesis	Phaseolus vulgaris	Phvul.010G000300
6860222	flavonoid biosynthesis	Phaseolus vulgaris	Phvul.003G261900
6882677	spermidine biosynthesis	Medicago truncatula	Medtr.7g018310
6882677	spermidine biosynthesis	Medicago truncatula	Medtr.0076s0020
6882677	spermidine biosynthesis	Medicago truncatula	Medtr.7g018290
6882677	spermidine biosynthesis	Medicago truncatula	Medtr.7g018320
6882677	spermidine biosynthesis	Medicago truncatula	Medtr.8g063940
6882677	spermidine biosynthesis	Medicago truncatula	Medtr.5g034470
6882677	spermidine biosynthesis	Medicago truncatula	Medtr.0003s0660
6882677	spermidine biosynthesis	Medicago truncatula	Medtr.8g069905
6882677	spermidine biosynthesis	Medicago truncatula	Medtr.1g028360
6882677	spermidine biosynthesis	Medicago truncatula	Medtr.3g078190
6882677	spermidine biosynthesis	Medicago truncatula	Medtr.3g091090
6882578	dolichyl-diphosphooligosaccharide biosynthesis	Medicago truncatula	Medtr.8g040610
6882578	dolichyl-diphosphooligosaccharide biosynthesis	Medicago truncatula	Medtr.4g129500
6882578	dolichyl-diphosphooligosaccharide biosynthesis	Medicago truncatula	Medtr.0012s0090
6882578	dolichyl-diphosphooligosaccharide biosynthesis	Medicago truncatula	Medtr.3g045150
6882578	dolichyl-diphosphooligosaccharide biosynthesis	Medicago truncatula	Medtr.1g058230
6882578	dolichyl-diphosphooligosaccharide biosynthesis	Medicago truncatula	Medtr.8g446850
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.2g072790
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.5g070850
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.8g039720
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.5g070800
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.2g095510
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.4g094815
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.2g105330
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.4g128337
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.5g070690
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.5g021390
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.5g070920
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.4g057730
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.4g006940
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.3g088880
6882552	phenylpropanoid biosynthesis	Medicago truncatula	Medtr.2g065360
